TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-03-06 12:03:39.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-C3A8
2023-03-06 12:03:50.708,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,0.0,834.0659,1060.1099,641.06226,680.14655,0.0,0.0,0.12969970703125,0.22271728515625,0.97674560546875,15.364837646484375,-3.342132568359375,-2.40753173828125,424688.6446886447,8.00123076923077E7,1.7252673992673993E7,115.3881,1,4.0,1.0,4.0,4.0,95.00
2023-03-06 12:03:51.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:51.210,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,1624.2124,844.5421,1378.8279,366.66666,460.9524,0.0,0.0,0.17529296875,0.22552490234375,0.90838623046875,7.955322265625,-10.6768798828125,2.280426025390625,427106.2271062271,7.903479853479853E7,1.7763589743589744E7,115.3881,1,4.0,1.0,4.0,4.0,95.00
2023-03-06 12:03:51.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:51.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:51.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:51.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:51.729,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,1624.2124,630.58606,1568.608,723.2601,672.8938,0.0,0.0,0.1180419921875,0.27801513671875,0.98211669921875,9.869384765625,-9.891815185546875,3.349609375,425494.50549450546,7.66647619047619E7,1.7625787545787547E7,115.3881,1,4.0,1.0,1.0,4.0,95.00
2023-03-06 12:03:51.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-06 12:03:52.236,1.3679669,1.1884316,0.0,1.3929205,1.2985151,1.3620696,0.0,1.7764658,1.1648422,1.0595881,0.0,1.4391536,0.84040475,0.81217915,0.0,1.2559749,0.5354779,0.9179937,0.0,0.34254095,1624.2124,720.0366,1549.2675,911.4286,1322.8206,0.0,0.0,0.085693359375,0.2508544921875,0.9810791015625,-3.6785888671875,0.456085205078125,-3.60382080078125,425494.50549450546,7.701934065934066E7,1.7724102564102564E7,112.030495,1,2.0,1.0,1.0,2.0,95.00
2023-03-06 12:03:52.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-06 12:03:52.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
