TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-03-16 12:02:50.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-03-16 12:02:51.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:51.173,1.3790431,0.740474,1.037199,1.0561252,1.1217248,0.55373275,0.59528786,0.7811564,1.6527607,0.94575924,0.80893755,0.3541977,0.970254,0.30656755,0.32711333,0.7058279,0.025818923,-0.16120932,-0.22627126,0.2984138,769.19415,790.14655,743.8095,699.89014,745.42126,0.0,0.0,0.25579833984375,0.0877685546875,0.99200439453125,-0.934600830078125,-4.074859619140625,6.841278076171875,2493333.3333333335,8.179164835164835E7,1.5953626373626374E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:51.701,1.3961413,0.9366125,1.037199,1.0561252,1.0634798,0.6259241,0.59528786,0.7811564,1.6243885,0.92573005,0.80893755,0.3541977,0.9903208,0.38340846,0.32711333,0.7058279,-0.0023179818,-0.07563629,-0.22627126,0.2984138,768.7912,815.5311,760.7326,790.14655,713.5897,0.0,0.0,0.2830810546875,0.05517578125,0.96673583984375,1.98883056640625,-7.01324462890625,2.310333251953125,2477216.117216117,8.087860805860806E7,1.591172161172161E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:52.209,1.3961413,0.9328413,1.037199,1.0561252,1.0634798,0.6409515,0.59528786,0.7811564,1.6243885,0.8209848,0.80893755,0.3541977,0.9903208,0.37377733,0.32711333,0.7058279,-0.0023179818,-0.09221205,-0.22627126,0.2984138,812.3077,805.05493,746.63007,841.31866,771.6117,0.0,0.0,0.3177490234375,0.053466796875,0.95867919921875,2.908477783203125,-7.813262939453125,-2.0037841796875,2437728.9377289377,8.084315018315019E7,1.5904468864468863E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:52.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:52.729,1.3169657,0.90904415,0.6916797,1.0561252,1.4028107,0.52708423,0.5118795,0.7811564,2.044521,0.78785795,0.101636626,0.3541977,1.2339847,0.3400321,0.42582628,0.7058279,0.15437429,-0.10692513,-0.12416215,0.2984138,774.83514,805.8608,758.71796,787.326,755.89746,0.0,0.0,0.3565673828125,0.04547119140625,0.94390869140625,2.40753173828125,-6.83380126953125,-0.2392578125,2385347.9853479853,8.129120879120879E7,1.590930402930403E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:53.236,1.4439952,0.80382115,0.9446534,1.1951557,1.4113646,0.15753543,0.37465766,1.2644389,2.044521,0.431111,0.27317718,1.0452716,1.1042467,0.18686847,0.3786718,0.8797989,0.11993074,-0.223141,-0.21375234,0.4839648,752.27106,796.1905,754.68866,757.9121,780.87915,0.0,0.0,0.3692626953125,0.03277587890625,0.9378662109375,2.43743896484375,-6.47491455078125,-0.426177978515625,2373260.073260073,8.113809523809524E7,1.5869010989010988E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:53.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:53.755,1.4799293,0.8460181,0.8141783,1.2680726,1.4015305,0.11414408,0.33793047,1.2991126,2.0270681,0.1581767,0.5115094,1.1818566,0.9237459,0.22842212,0.3435054,0.7655058,0.1088902,-0.20452698,-0.23613735,0.4761745,784.10254,796.5934,736.9597,785.31134,728.0952,0.0,0.0,0.39031982421875,0.02734375,0.930908203125,3.192596435546875,-6.527252197265625,3.072967529296875,2329743.5897435895,8.080285714285713E7,1.5822271062271062E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:54.283,1.3510218,0.69750077,0.7547183,1.2746392,1.2583189,0.26052344,0.24189453,1.2472839,1.6197135,0.23239048,0.5895301,1.1733288,0.75221044,0.24409094,0.36036995,0.7378176,0.069523394,-0.22511803,-0.29668608,0.46683416,812.3077,801.4286,732.1245,766.3736,855.0183,0.0,0.0,0.4100341796875,0.020263671875,0.922607421875,4.0374755859375,-5.682373046875,3.00567626953125,2110549.4505494507,8.074080586080585E7,1.580051282051282E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:54.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:54.794,1.3165588,0.57859504,0.7402279,1.3406414,1.2421246,0.34826443,0.45430732,1.3003582,1.6832329,0.22441879,0.74178433,1.1555569,0.8269525,0.18743902,0.34007943,0.5889637,0.113397375,-0.2526432,-0.3180684,0.46475688,840.9158,807.8755,762.3443,854.21246,697.8755,0.0,0.0,0.41937255859375,0.02001953125,0.9228515625,0.97198486328125,-5.084228515625,2.145843505859375,2201611.7216117214,8.061992673992674E7,1.5769890109890109E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:55.316,1.4525917,0.67512363,0.9501169,1.4223481,1.2708608,0.3438747,0.65574664,1.3106431,1.6739315,0.2461627,0.7729181,1.1150494,0.8276314,0.13597399,0.33726034,0.57200253,0.15363276,-0.21759494,-0.29626662,0.47026557,765.9707,799.41394,758.71796,741.39197,789.7436,0.0,0.0,0.44024658203125,0.00201416015625,0.91217041015625,3.237457275390625,-5.7720947265625,2.811279296875,2233040.293040293,8.04523076923077E7,1.5715897435897436E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:55.825,1.5090247,0.7683773,1.070577,1.4223481,1.4071895,0.21378575,0.70600045,1.3106431,1.9291422,0.32153216,0.82230604,1.1150494,0.9045527,0.1398873,0.3106537,0.57200253,0.15091507,-0.25100893,-0.15320508,0.47026557,780.07324,789.34064,773.22345,835.6777,737.76556,0.0,0.0,0.45074462890625,0.00482177734375,0.89666748046875,4.2169189453125,-5.166473388671875,1.18133544921875,2219340.659340659,8.126783882783882E7,1.5752967032967033E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:56.326,1.5738418,0.72672355,0.9664382,1.4223481,1.4267415,0.22380385,0.6868245,1.3106431,1.9563752,0.38951847,0.8157833,1.1150494,0.9274638,0.24224305,0.38314423,0.57200253,0.08416941,-0.26418966,-0.058498066,0.47026557,790.54944,808.2784,768.3883,762.3443,811.0989,0.0,0.0,0.4595947265625,0.00390625,0.8924560546875,3.207550048828125,-5.495452880859375,0.40374755859375,2204029.304029304,8.145318681318681E7,1.5746520146520145E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:56.873,1.4453462,0.54891694,0.75343204,1.4223481,1.3998888,0.16147399,0.45964897,1.3106431,1.9596822,0.38183305,0.75511396,1.1150494,0.964382,0.36686563,0.40256178,0.57200253,-0.030410025,-0.26536602,-0.10351843,0.47026557,879.59705,797.3993,746.2271,866.30035,1046.4103,0.0,0.0,0.4736328125,7.9345703125E-4,0.89544677734375,3.282318115234375,-5.166473388671875,0.299072265625,2236263.736263736,8.20825641025641E7,1.5756190476190476E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:56.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:57.386,1.4484329,0.5389424,0.7142523,1.4223481,1.3317378,0.11375741,0.46840563,1.3106431,1.803826,0.2638257,0.7306383,1.1150494,0.90323687,0.34706667,0.36767125,0.57200253,0.030398892,-0.18187544,-0.24619204,0.47026557,794.17584,814.7253,757.1062,831.6484,684.9817,0.0,0.0,0.4891357421875,-0.00177001953125,0.904052734375,2.4822998046875,-1.79443359375,0.575714111328125,2218534.7985347984,8.224857142857143E7,1.5805347985347984E7,95.458595,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:57.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:57.897,1.2212973,0.4709236,0.68543863,1.8227766,1.3786163,0.06160118,0.39512366,1.6848315,1.6422327,0.43017814,0.670363,1.7475842,0.8660543,0.24722128,0.31352586,1.3633422,0.11887512,-0.14601162,-0.36508432,0.56274587,782.8938,799.011,747.4359,769.59705,1025.4579,0.0,0.0,0.326416015625,0.023193359375,0.9615478515625,3.70849609375,11.835784912109375,-2.609405517578125,2478827.8388278387,8.098498168498169E7,1.57392673992674E7,91.502525,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:58.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:02:58.410,1.2781876,0.587267,0.91111726,1.8227766,1.4369235,0.31161377,0.7634208,1.6848315,1.5570744,0.5455523,0.92700446,1.7475842,0.9028453,0.2196553,0.4120738,1.3633422,0.19122137,-0.06768632,-0.32188708,0.56274587,795.78754,791.75824,754.2857,778.86444,660.0,0.0,0.0,0.27276611328125,0.043212890625,0.98883056640625,1.2261962890625,-1.457977294921875,2.415008544921875,2610183.15018315,7.925399267399268E7,1.5645787545787545E7,82.0423,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:58.919,1.6702932,0.9078035,0.95207727,1.9529289,1.601986,0.78705966,0.8782382,1.8684864,1.4998736,0.5761601,0.9244305,1.6378044,0.90642416,0.27302015,0.47196642,1.2105012,0.2411439,-0.062027056,-0.31030157,0.5612127,823.5897,801.4286,759.12085,807.47253,758.71796,0.0,0.0,0.23248291015625,-0.0400390625,0.9786376953125,1.973876953125,-7.2076416015625,-4.2169189453125,2893846.153846154,8.005501831501831E7,1.5799706959706958E7,82.0423,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:59.436,1.6695579,1.1014317,1.147122,1.9529289,1.60008,0.869941,1.0963196,1.8684864,1.4805217,0.5693394,0.9244305,1.6378044,0.7267003,0.3782474,0.54487354,1.2105012,0.15424696,-0.117654994,-0.29038474,0.5612127,779.2674,796.99634,760.7326,790.9524,728.0952,0.0,0.0,0.279052734375,-0.0350341796875,0.9691162109375,2.07855224609375,-5.136566162109375,-4.000091552734375,2642417.582417582,7.958681318681319E7,1.57803663003663E7,82.0423,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:02:59.944,1.5430409,1.0415909,0.5963076,1.9529289,1.5235164,0.8162299,0.76191235,1.8684864,1.4429939,0.48978055,0.3626822,1.6378044,0.56344086,0.29336423,0.12757546,1.2105012,0.10348478,-0.34710342,-0.6474506,0.5612127,783.2967,804.65204,753.0769,707.1429,681.75824,0.0,0.0,0.2857666015625,-0.03314208984375,0.967041015625,3.132781982421875,-4.6954345703125,-3.5888671875,2798754.5787545787,7.95247619047619E7,1.581018315018315E7,83.20528,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:00.470,0.99783266,0.8959058,0.49359164,1.9529289,1.3777155,0.47130522,0.66819334,1.8684864,1.111418,0.3989918,0.5626644,1.6378044,0.54662186,0.2793281,0.22298582,1.2105012,0.04667054,-0.38934776,-0.563378,0.5612127,807.47253,803.44324,766.77655,800.6227,765.16486,0.0,0.0,0.30328369140625,-0.01287841796875,0.9676513671875,2.6617431640625,-1.951446533203125,-4.964599609375,2733479.8534798534,7.983904761904761E7,1.5817435897435896E7,84.81977,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:00.994,1.1868804,0.8044255,1.0275582,1.6957755,1.2191647,0.33335453,0.9298386,1.2743008,1.0144806,0.56231016,1.2004061,1.9619211,0.5330942,0.26411912,0.31206003,1.70536,0.052364826,-0.1553742,-0.47391903,0.43223786,859.85345,802.6374,746.63007,895.31134,757.9121,0.0,0.0,0.30377197265625,-0.00592041015625,0.966064453125,2.31781005859375,-6.183319091796875,-2.818756103515625,2681904.7619047617,7.999135531135531E7,1.5794871794871794E7,84.97569,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:01.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:03:01.524,1.5419127,0.7931349,1.0602738,1.6957755,1.5120707,0.28841013,0.9758441,1.2743008,1.86206,0.6818176,1.2004061,1.9619211,0.5950528,0.42385998,0.323871,1.70536,0.017544178,-0.109205775,-0.33323377,0.43223786,813.5165,801.02563,757.1062,795.78754,721.6484,0.0,0.0,0.2908935546875,-0.01593017578125,0.9698486328125,1.323394775390625,-3.626251220703125,-1.712188720703125,2687545.7875457876,8.005179487179486E7,1.5791648351648351E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:02.044,1.5098834,0.6172937,1.1382041,1.6045711,1.762586,0.2828244,0.9474676,1.3011545,1.9735943,0.67581964,1.2004061,1.9302557,0.60079634,0.41311827,0.27126104,1.8593309,0.101887934,-0.15997675,-0.25575483,0.3561426,827.619,799.011,771.6117,872.3443,866.30035,0.0,0.0,0.30072021484375,-0.04376220703125,0.97674560546875,0.171966552734375,-3.192596435546875,-5.7421875,2637582.4175824174,7.967706959706959E7,1.5744102564102564E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:02.588,1.3864001,0.06718564,0.9535141,1.6045711,1.7378594,0.1525273,0.6050777,1.3011545,1.9704006,0.6099691,0.91000104,1.9302557,0.6546705,0.33267477,0.25568572,1.8593309,0.23871073,-0.38690013,-0.24529597,0.3561426,799.011,791.75824,765.56775,866.30035,689.41394,0.0,0.0,0.348876953125,-0.06231689453125,0.9478759765625,4.358978271484375,-2.609405517578125,0.64300537109375,2577142.8571428573,7.903560439560439E7,1.5692527472527472E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:03.144,1.0210705,0.25695103,0.91856617,1.5952476,1.4887209,0.17841196,0.46260324,1.1797944,1.9981062,0.38463664,0.63761455,1.8910834,0.6904374,0.10915744,0.33772856,1.5770127,0.23773375,-0.48200718,-0.21104944,0.8160901,866.30035,788.1319,771.2088,852.1978,756.30035,0.0,0.0,0.27960205078125,-0.00567626953125,0.97027587890625,10.699310302734375,0.859832763671875,8.56842041015625,2669010.9890109887,7.873260073260073E7,1.5676410256410256E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:03.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:03:03.683,1.1082579,0.5258082,0.9716454,1.7374467,1.1870732,0.33129388,0.67597955,1.2444903,1.6010966,0.8115983,0.69579303,1.9825878,0.7641666,0.18761003,0.343459,1.5247959,0.16716439,-0.33212405,-0.15871866,0.647469,814.7253,802.6374,760.32965,798.20514,831.6484,0.0,0.0,0.2777099609375,0.0145263671875,0.97930908203125,3.416900634765625,-8.83758544921875,0.635528564453125,2664981.684981685,7.902593406593406E7,1.5703809523809524E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:04.207,1.4118695,0.5772117,1.093996,1.7592129,1.414344,0.44025722,0.7677768,1.2558745,1.8378221,0.8306541,0.5085588,1.9798081,0.81158817,0.23732695,0.27058458,1.485253,0.05190006,-0.31230327,-0.12963648,0.61666083,812.3077,803.8461,751.4652,785.31134,740.989,0.0,0.0,0.28192138671875,0.007080078125,0.97149658203125,2.011260986328125,-2.1234130859375,-1.951446533203125,2655311.355311355,7.917501831501831E7,1.5721538461538462E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:04.726,1.5642664,0.749782,1.326716,1.8278264,1.5133904,0.5866657,1.1187994,1.277767,1.8340423,0.9634588,0.63555205,1.8500948,0.8737452,0.3878325,0.27856386,1.4649384,0.030294264,-0.2395568,-0.20582001,0.3518022,826.4103,792.96704,747.8388,811.9048,723.663,0.0,0.0,0.28729248046875,-9.1552734375E-4,0.97735595703125,1.622467041015625,-4.119720458984375,-0.680389404296875,2645641.0256410255,7.940388278388278E7,1.5708644688644689E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:04.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:03:05.228,1.5429208,0.7058112,1.0861048,1.8278264,1.5674103,0.47478735,1.0518783,1.277767,1.8101391,0.8782155,0.68339705,1.8500948,0.78239995,0.3479213,0.31273,1.4649384,0.023571929,-0.34498665,-0.28887048,0.3518022,804.65204,788.93774,758.71796,881.2088,726.8865,0.0,0.0,0.308349609375,-0.01904296875,0.96014404296875,1.248626708984375,-6.53472900390625,-2.94586181640625,2558608.0586080584,7.941113553113553E7,1.5712673992673993E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:05.731,0.97063696,0.7554897,0.97268784,1.3481601,1.4336448,0.377018,0.9084693,1.1076181,1.7098055,0.8317938,0.72235346,1.1506655,0.8587727,0.33716747,0.37115696,0.79239297,-0.1552623,-0.31795913,-0.3084658,0.7335548,824.3956,803.44324,759.92676,826.0073,712.381,0.0,0.0,0.34295654296875,-0.01220703125,0.95318603515625,2.07855224609375,-5.719757080078125,-3.147735595703125,2444981.684981685,7.917743589743589E7,1.568043956043956E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:06.245,0.9610322,0.6765548,0.74923,1.3688369,1.5718656,0.17912616,0.6227629,1.0054578,1.8426486,0.6247401,0.63001496,1.166618,0.9433965,0.17000963,0.3708444,0.7857129,-0.14768693,-0.3139561,-0.3093737,0.6793502,786.9231,809.89014,747.8388,792.5641,1015.38464,0.0,0.0,0.36993408203125,-0.04248046875,0.94061279296875,0.28411865234375,-6.751556396484375,-0.179443359375,2464322.3443223443,7.903238095238096E7,1.5636923076923076E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:06.751,0.97880846,0.6082392,0.6858989,1.3561682,1.4567858,0.28568065,0.439096,0.94020385,1.8426486,0.36265585,0.62354904,1.1518836,0.8873534,0.041061196,0.35316664,0.76957774,-0.018805435,-0.17390539,-0.32441995,0.68153036,805.4579,801.02563,772.01465,815.5311,758.315,0.0,0.0,0.40631103515625,-0.05731201171875,0.9232177734375,3.102874755859375,-7.10296630859375,1.697235107421875,2499780.2197802197,7.907428571428572E7,1.5615970695970695E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:07.300,1.0786681,0.47375938,0.8296895,1.3981158,1.3984038,0.47323814,0.33419392,0.785195,1.8278581,0.37483308,0.44653824,0.73257315,0.8206339,0.034362283,0.2246817,0.7754961,0.0542924,-0.1441507,-0.288179,0.58276534,838.9011,801.8315,753.47986,860.65936,897.326,0.0,2.0,0.411376953125,-0.0467529296875,0.9249267578125,7.020721435546875,-5.4730224609375,3.0206298828125,2454652.0146520147,7.910249084249084E7,1.560065934065934E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:07.840,1.1827902,0.23127897,0.85362536,1.3981158,1.3390645,0.46827358,0.25178334,0.785195,1.8781722,0.4065895,0.53492975,0.73257315,0.6743913,0.06735458,0.12887757,0.7754961,0.091837175,-0.16319047,-0.2699193,0.58276534,821.1722,791.75824,762.3443,889.2674,747.8388,0.0,11.999999,0.39501953125,-0.02313232421875,0.92547607421875,4.329071044921875,-2.429962158203125,1.435546875,2453040.293040293,7.988820512820512E7,1.5650622710622711E7,85.02574,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:08.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:03:08.347,1.2648929,0.3711132,0.6758574,1.3981158,1.4232463,0.32042348,0.34972355,0.785195,1.8665211,0.4285122,0.59311265,0.73257315,0.63543284,0.16340204,0.09716572,0.7754961,-0.018043552,-0.20690778,-0.2899162,0.58276534,763.95605,801.4286,740.989,737.76556,777.25275,0.0,23.999996,0.43853759765625,-0.0174560546875,0.91900634765625,3.828125,-7.334747314453125,3.850555419921875,2415970.695970696,8.05095238095238E7,1.5684468864468863E7,87.71802,1,1.0,1.0,1.0,1.0,55.00
2023-03-16 12:03:08.876,1.3033656,0.37498835,0.57490295,1.3981158,1.508592,0.16297589,0.3648348,0.785195,1.864687,0.40300646,0.6245403,0.73257315,0.6532161,0.15384085,0.13774918,0.7754961,-0.09372042,-0.23864287,-0.33173078,0.58276534,814.3223,786.9231,754.68866,860.2564,826.8132,0.0,32.0,0.4342041015625,-0.0277099609375,0.90960693359375,3.70849609375,-4.3963623046875,-0.49346923828125,2392600.7326007327,8.053289377289377E7,1.567076923076923E7,88.51642,1,1.0,1.0,1.0,1.0,45.00
2023-03-16 12:03:09.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-03-16 12:03:09.384,1.2101641,0.49196348,0.7141056,1.4943432,1.3805909,0.3018693,0.3598105,1.6300046,1.9350976,0.66088265,0.69767165,1.8224436,0.61550605,0.18948898,0.17170848,1.2403109,-0.13664848,-0.28071445,-0.35941324,0.28253037,821.1722,784.90845,755.4945,804.2491,740.18317,4.0,36.0,0.45782470703125,-0.01702880859375,0.9117431640625,2.818756103515625,-6.557159423828125,-0.829925537109375,2389377.2893772894,8.065941391941392E7,1.5661904761904761E7,88.684814,1,1.0,1.0,1.0,1.0,45.00
2023-03-16 12:03:09.908,1.1866026,0.40133086,0.7748227,1.6811168,1.5394429,0.42589134,0.25213996,1.6537174,1.9695666,0.6966255,0.70594704,1.7165519,0.60283667,0.19930172,0.25549823,1.112361,-0.14790736,-0.28755537,-0.25000128,0.200827,786.1172,787.326,747.8388,752.674,694.2491,11.999999,27.999996,0.43792724609375,-0.019775390625,0.91046142578125,3.8580322265625,-3.42437744140625,1.24114990234375,2372454.2124542124,8.080527472527473E7,1.5637728937728938E7,88.684814,1,1.0,1.0,1.0,1.0,45.00
